date,data
2025-01-01,0.0128216875671747
2025-01-02,0.0127243054039213
2025-01-03,0.012630031178579
2025-01-04,0.0125397686771826
2025-01-05,0.0124528750358838
2025-01-06,0.0123688146202105
2025-01-07,0.0122874671073241
2025-01-08,0.0122077672339121
2025-01-09,0.0121287605073529
2025-01-10,0.0120510636968735
2025-01-11,0.0119746464003497
2025-01-12,0.011900309632394
2025-01-13,0.0118290829981263
2025-01-14,0.0117586136518388
2025-01-15,0.0116924904536593
2025-01-16,0.0116323998337693
2025-01-17,0.0115736280737716
2025-01-18,0.0115153695008287
2025-01-19,0.0114590268489911
2025-01-20,0.0114077272152366
2025-01-21,0.0113609514370991
2025-01-22,0.0113153063637679
2025-01-23,0.0112681106178576
2025-01-24,0.0112201077311893
2025-01-25,0.0111711108905192
2025-01-26,0.0111475104567244
2025-01-27,0.0111441422771601
2025-01-28,0.0111831869008332
2025-01-29,0.0112843022891657
2025-01-30,0.0113984314392955
2025-01-31,0.011485063341697
2025-02-01,0.0115285340393734
2025-02-02,0.0115209043444539
2025-02-03,0.0114732636221739
2025-02-04,0.0114071630226478
2025-02-05,0.0113407810416666
2025-02-06,0.0112800323469837
2025-02-07,0.0112271893807664
2025-02-08,0.0111811240715635
2025-02-09,0.0111349874592729
2025-02-10,0.0110792928782221
2025-02-11,0.0110083441435419
2025-02-12,0.010923747963841
2025-02-13,0.0108327231279247
2025-02-14,0.0107406815313451
2025-02-15,0.0106477576815876
2025-02-16,0.0105538461825136
2025-02-17,0.0104614148299814
2025-02-18,0.010373275708555
2025-02-19,0.0102906570432146
2025-02-20,0.0102132087742187
2025-02-21,0.0101406296154499
2025-02-22,0.0100721354728268
2025-02-23,0.010007079777206
2025-02-24,0.00994458406938096
2025-02-25,0.009884032098043
2025-02-26,0.00982543005185373
2025-02-27,0.0097687822458575
2025-02-28,0.00971288712780295
2025-03-01,0.00965731638319665
2025-03-02,0.0096020501189623
2025-03-03,0.00954685203741195
2025-03-04,0.00949223630774474
2025-03-05,0.00943831100101815
2025-03-06,0.00938573126947978
2025-03-07,0.00933509329946965
2025-03-08,0.00928554627217677
2025-03-09,0.00923698710323803
2025-03-10,0.00918856416746046
2025-03-11,0.00914135182449092
2025-03-12,0.00909608741601305
2025-03-13,0.00905134046509005
2025-03-14,0.00900629556593877
2025-03-15,0.00896098148543168
2025-03-16,0.00891628294926183
2025-03-17,0.00887244487797275
2025-03-18,0.00883036206548898
2025-03-19,0.00879072905493908
2025-03-20,0.00875658283989383
2025-03-21,0.00873236393008647
2025-03-22,0.00872637711659489
2025-03-23,0.00874408593961167
2025-03-24,0.00878230380133419
2025-03-25,0.00884360193250748
2025-03-26,0.00891334751382438
2025-03-27,0.00896637723499073
2025-03-28,0.00898334557230601
2025-03-29,0.00898132162207292
2025-03-30,0.00899257747324554
2025-03-31,0.00902242441668157
2025-04-01,0.00904482237893418
2025-04-02,0.00906116363108311
2025-04-03,0.00912189640421727
2025-04-04,0.00927404415632101
2025-04-05,0.00946440711235553
2025-04-06,0.00966234837143673
2025-04-07,0.00994551582347205
2025-04-08,0.0103912349699066
2025-04-09,0.0111744056936437
2025-04-10,0.012216752977807
2025-04-11,0.013376396387294
2025-04-12,0.0149587202306672
2025-04-13,0.0171621839362354
2025-04-14,0.0197336722056375
2025-04-15,0.0221899283152325
2025-04-16,0.0243349757420605
2025-04-17,0.0261918309278171
2025-04-18,0.027680028118212
2025-04-19,0.0288191903079503
2025-04-20,0.0299537042058985
2025-04-21,0.031389213452964
2025-04-22,0.03326349054835
2025-04-23,0.0353700012480759
2025-04-24,0.0371845059427653
2025-04-25,0.0386026317323063
2025-04-26,0.0397863704445018
2025-04-27,0.0404768617919196
2025-04-28,0.0406037761344931
2025-04-29,0.0403064414510054
2025-04-30,0.039883937420779
2025-05-01,0.0397333052496512
2025-05-02,0.0399775205306864
2025-05-03,0.0405320484802454
2025-05-04,0.0414848428916112
2025-05-05,0.0428513128334636
2025-05-06,0.0445993071093521
2025-05-07,0.0466336380390677
2025-05-08,0.0489885125715037
2025-05-09,0.0517751853983605
2025-05-10,0.0547256769829069
2025-05-11,0.0576198352223975
2025-05-12,0.0603917150081852
2025-05-13,0.0626994959020679
2025-05-14,0.0643877066914545
2025-05-15,0.0656396658337648
2025-05-16,0.0664203365974193
2025-05-17,0.066820566743882
2025-05-18,0.0670476400396654
2025-05-19,0.0671006202170107
2025-05-20,0.0671825235210019
2025-05-21,0.0675965079130228
2025-05-22,0.0687054318057871
2025-05-23,0.0710449471654522
2025-05-24,0.0744431340135196
2025-05-25,0.0782615591024513
2025-05-26,0.0826992103382704
2025-05-27,0.087859028599272
2025-05-28,0.092670425540158
2025-05-29,0.0966231489254897
2025-05-30,0.100084669146147
2025-05-31,0.102521841736606
2025-06-01,0.103867235938286
2025-06-02,0.1038618362846
2025-06-03,0.102856151869243
2025-06-04,0.101495456720903
2025-06-05,0.100374662383448
2025-06-06,0.100108639883763
2025-06-07,0.101085662903754
2025-06-08,0.10352243013562
2025-06-09,0.105953291760382
2025-06-10,0.108280977932935
2025-06-11,0.110742555225728
2025-06-12,0.111126710329349
2025-06-13,0.109629077506738
2025-06-14,0.107701903147468
2025-06-15,0.105919828063298
2025-06-16,0.104611235550967
2025-06-17,0.103858971517868
2025-06-18,0.102752239753875
2025-06-19,0.101098243560998
2025-06-20,0.0994286662792905
2025-06-21,0.0976240554409107
2025-06-22,0.0952839217998337
2025-06-23,0.0925029814612426
2025-06-24,0.0900595018595769
2025-06-25,0.0880233973534464
2025-06-26,0.0860182509124411
2025-06-27,0.0839464250126547
2025-06-28,0.0819395145550559
2025-06-29,0.0802886014757115
2025-06-30,0.0788861011365231
2025-07-01,0.0774659320755849
2025-07-02,0.0759709324570857
2025-07-03,0.0746667260117036
2025-07-04,0.0739002681547798
2025-07-05,0.0734054901034816
2025-07-06,0.0730478176563185
2025-07-07,0.0727249937299573
2025-07-08,0.0721724883842946
2025-07-09,0.0711828232051166
2025-07-10,0.0698974298783796
2025-07-11,0.0693362807666449
2025-07-12,0.0694575984331023
2025-07-13,0.0692566538398275
2025-07-14,0.0692194917858901
2025-07-15,0.0692497246234839
2025-07-16,0.068798829302799
2025-07-17,0.0678157345210411
2025-07-18,0.0667292317225542
2025-07-19,0.0660444090648288
2025-07-20,0.0655204058110281
2025-07-21,0.0648547006787208
2025-07-22,0.0643400651972959
2025-07-23,0.0639730649177376
2025-07-24,0.0633881357714405
2025-07-25,0.063176566204685
2025-07-26,0.0637666966742581
2025-07-27,0.0643918259517288
2025-07-28,0.064602081291107
2025-07-29,0.0645603687986845
2025-07-30,0.0644009245894546
2025-07-31,0.0639826031848932
2025-08-01,0.0631831127579548
2025-08-02,0.0622181987685095
2025-08-03,0.0611455600671651
2025-08-04,0.0600267997151289
2025-08-05,0.0590876973707657
2025-08-06,0.0586933344901425
2025-08-07,0.0590426669830331
2025-08-08,0.0594255012373355
2025-08-09,0.0597226605323081
2025-08-10,0.0598619214919587
2025-08-11,0.059603797917934
2025-08-12,0.0592628716443575
2025-08-13,0.0589731516198555
2025-08-14,0.0587293563377979
2025-08-15,0.0584171476749944
2025-08-16,0.0578317430574255
2025-08-17,0.0568843221056388
2025-08-18,0.0557449863292037
2025-08-19,0.0545798437094273
2025-08-20,0.0534768655151131
2025-08-21,0.0524946837520502
2025-08-22,0.0517749527452179
2025-08-23,0.0513411021865457
2025-08-24,0.0511312025674511
2025-08-25,0.0509311651051407
2025-08-26,0.0508399700074038
2025-08-27,0.0508405954614843
2025-08-28,0.0507716784700101
2025-08-29,0.0506278784310639
2025-08-30,0.0505042956617962
2025-08-31,0.0503472144943577
2025-09-01,0.0499851853985025
2025-09-02,0.0492528706488473
2025-09-03,0.0481622086543083
2025-09-04,0.0471355435854239
2025-09-05,0.0466192402978374
2025-09-06,0.0465718038740583
2025-09-07,0.0468155894429896
2025-09-08,0.0476592511843152
2025-09-09,0.0491196849685516
2025-09-10,0.0503847425285075
2025-09-11,0.0507066703492137
2025-09-12,0.0500884473856195
2025-09-13,0.049105045330509
2025-09-14,0.0482267984063871
2025-09-15,0.0476314022714474
2025-09-16,0.0472240919702887
2025-09-17,0.0467722180784998
2025-09-18,0.0462700741743495
2025-09-19,0.0457804793596332
2025-09-20,0.0452285147881193
2025-09-21,0.0446217057799251
2025-09-22,0.0446217057799251
2025-09-23,0.0450732180301896
2025-09-24,0.0462714371048185
2025-09-25,0.0470697469816362
2025-09-26,0.0473912459586575
2025-09-27,0.0475269587118145
2025-09-28,0.0478380698425598
2025-09-29,0.0480822706554279
2025-09-30,0.0477315204480948
2025-10-01,0.0468604046250552
2025-10-02,0.045786155141837
2025-10-03,0.0445553751133176
2025-10-04,0.0432043176796785
2025-10-05,0.0418288495887275
2025-10-06,0.0405301148604496
2025-10-07,0.039349585606475
2025-10-08,0.0383296024399458
2025-10-09,0.0375847708807882
2025-10-10,0.0371615238040488
2025-10-11,0.0370284897428995
2025-10-12,0.0372567397036583
2025-10-13,0.0375477550411016
2025-10-14,0.037793016292903
2025-10-15,0.0379012852081394
2025-10-16,0.0378805625770505
2025-10-17,0.0377099743242331
2025-10-18,0.0372896768471923
2025-10-19,0.0366989734138628
2025-10-20,0.0359964784903568
2025-10-21,0.0351480586862705
2025-10-22,0.0341798558850564
2025-10-23,0.0331797682296426
2025-10-24,0.0322145404107347
2025-10-25,0.031304352499168
2025-10-26,0.0304590967995976
2025-10-27,0.0296951021653143
2025-10-28,0.0290144408741374
2025-10-29,0.0283997988441632
2025-10-30,0.0278242823083711
2025-10-31,0.027270167634366
2025-11-01,0.0267302575222495
2025-11-02,NA
2025-11-03,NA
2025-11-04,NA
2025-11-05,NA
2025-11-06,NA
2025-11-07,NA
2025-11-08,NA
2025-11-09,NA
2025-11-10,NA
2025-11-11,NA
2025-11-12,NA
2025-11-13,NA
2025-11-14,NA
2025-11-15,NA
2025-11-16,NA
2025-11-17,NA
2025-11-18,NA
2025-11-19,NA
2025-11-20,NA
2025-11-21,NA
2025-11-22,NA
2025-11-23,NA
2025-11-24,NA
2025-11-25,NA
2025-11-26,NA
2025-11-27,NA
2025-11-28,NA
2025-11-29,NA
2025-11-30,NA
2025-12-01,NA
2025-12-02,NA
2025-12-03,NA
2025-12-04,NA
2025-12-05,NA
2025-12-06,NA
2025-12-07,NA
2025-12-08,NA
2025-12-09,NA
2025-12-10,NA
2025-12-11,NA
2025-12-12,NA
2025-12-13,NA
2025-12-14,NA
2025-12-15,NA
2025-12-16,NA
2025-12-17,NA
2025-12-18,NA
2025-12-19,NA
2025-12-20,NA
2025-12-21,NA
2025-12-22,NA
2025-12-23,NA
2025-12-24,NA
2025-12-25,NA
2025-12-26,NA
2025-12-27,NA
2025-12-28,NA
2025-12-29,NA
2025-12-30,NA
2025-12-31,NA
