ID	lon	lat	DOC	POC	discharge	QlagDOC	QlagPOC	FID
1035200	87.525	64.525	136.324358	124.159115	144.881465	8.557107	20.72235	NA
1041277	65.375	64.475	124.815739	122.8024	150.011739	25.196001	27.209339	NA
1041278	65.425	64.475	124.722255	122.730588	149.546978	24.824724	26.81639	NA
1041285	65.775	64.475	125.08145	122.922925	147.430522	22.349072	24.507597	NA
1041286	65.825	64.475	125.160349	123.205957	144.594859	19.43451	21.388902	NA
1041287	65.875	64.475	NA	NA	144.574896	NA	NA	NA
1041719	87.475	64.475	133.726516	124.79536	144.714239	10.987724	19.91888	NA
1041720	87.525	64.475	134.023486	124.70733	140.27221	6.248724	15.564879	NA
1047797	65.375	64.425	124.568924	122.939227	149.738857	25.169933	26.79963	NA
1047807	65.875	64.425	125.109501	123.024386	144.571743	19.462243	21.547357	NA
1048240	87.525	64.425	136.148011	123.68297	140.252401	4.10439	16.569431	NA
1054317	65.375	64.375	124.419705	122.714162	148.716915	24.29721	26.002753	NA
1054318	65.425	64.375	124.730677	122.746375	149.594511	24.863834	26.848135	NA
1054327	65.875	64.375	124.967221	122.672585	144.553227	19.586006	21.880643	NA
1054328	65.925	64.375	124.897215	123.525646	149.422668	24.525453	25.897022	NA
1054760	87.525	64.375	135.273411	123.743102	142.017834	6.744422	18.274732	NA
1054761	87.575	64.375	134.590773	123.915129	140.234145	5.643372	16.319017	NA
1060838	65.425	64.325	125.03922	122.880265	148.851095	23.811875	25.97083	NA
1060839	65.475	64.325	125.092481	122.993235	149.32611	24.23363	26.332875	NA
1060848	65.925	64.325	124.92036	123.15708	147.044723	22.124363	23.887642	NA
1060849	65.975	64.325	124.651383	123.041102	149.393909	24.742526	26.352807	NA
1061281	87.575	64.325	137.625163	123.806528	140.198981	2.573818	16.392453	NA
1067359	65.475	64.275	125.276709	123.068778	146.024805	20.748096	22.956026	NA
1067360	65.525	64.275	124.800144	123.070527	144.273942	19.473798	21.203415	NA
1067367	65.875	64.275	NA	NA	149.229313	NA	NA	NA
1067368	65.925	64.275	124.755538	123.054458	149.310897	24.555359	26.256439	NA
1067369	65.975	64.275	124.670821	122.884776	145.062875	20.392054	22.178099	NA
1067801	87.575	64.275	138.184585	124.071036	140.178895	1.99431	16.107859	NA
1073878	65.425	64.225	NA	NA	144.239868	NA	NA	NA
1073879	65.475	64.225	125.245051	122.887613	144.264815	19.019764	21.377202	NA
1073887	65.875	64.225	NA	NA	149.196938	NA	NA	NA
1073888	65.925	64.225	125.492429	123.505318	149.115374	23.622945	25.610056	NA
1073889	65.975	64.225	124.91206	122.914299	149.083824	24.171764	26.169525	NA
1073890	66.025	64.225	124.746273	122.882942	149.0538	24.307527	26.170858	NA
1074320	87.525	64.225	135.304282	124.040894	142.374004	7.069722	18.33311	NA
1074321	87.575	64.225	135.317615	124.039502	140.137251	4.819636	16.09775	NA
1080398	65.425	64.175	124.914908	122.894473	147.939736	23.024828	25.045263	NA
1080410	66.025	64.175	NA	NA	149.045525	NA	NA	NA
1080411	66.075	64.175	124.88	122.833408	148.961637	24.081638	26.128229	NA
1080840	87.525	64.175	137.228426	123.822145	140.100145	2.871719	16.278	NA
1086917	65.375	64.125	124.628997	122.91127	143.85489	19.225893	20.94362	NA
1086918	65.425	64.125	124.779002	123.004201	147.873254	23.094252	24.869053	NA
1086930	66.025	64.125	NA	NA	148.868599	NA	NA	NA
1086931	66.075	64.125	124.994251	122.844348	148.939831	23.94558	26.095483	NA
1087360	87.525	64.125	136.482649	123.854153	140.093134	3.610485	16.23898	NA
1093436	65.325	64.075	124.923647	123.032469	145.255561	20.331914	22.223092	NA
1093437	65.375	64.075	124.726182	123.141579	147.819125	23.092944	24.677546	NA
1093449	65.975	64.075	NA	NA	148.801423	NA	NA	NA
1093450	66.025	64.075	NA	NA	148.84055	NA	NA	NA
1093880	87.525	64.075	136.03288	123.581729	139.90828	3.875399	16.32655	NA
1099955	65.275	64.025	124.874017	122.935082	147.704691	22.830674	24.76961	NA
1099956	65.325	64.025	124.926696	123.04861	147.762474	22.835778	24.713864	NA
1099968	65.925	64.025	124.7806	122.855886	148.787581	24.006981	25.931696	NA
1099969	65.975	64.025	NA	NA	146.527362	NA	NA	NA
1100400	87.525	64.025	135.316238	123.508797	141.794203	6.477965	18.285406	NA
1100401	87.575	64.025	133.869588	123.886882	139.865577	5.995989	15.978695	NA
1106472	65.125	63.975	125.258469	123.424457	147.590283	22.331814	24.165826	NA
1106473	65.175	63.975	124.855888	122.884582	147.614374	22.758486	24.729792	NA
1106474	65.225	63.975	125.087223	123.075143	147.639679	22.552456	24.564537	NA
1106475	65.275	63.975	125.226822	123.446784	147.687471	22.46065	24.240687	NA
1106488	65.925	63.975	124.7806	122.855886	148.697369	23.916768	25.841483	NA
1106921	87.575	63.975	135.830974	123.927377	139.846599	4.015625	15.919222	NA
1112991	65.075	63.925	125.261489	123.729116	147.564418	22.302929	23.835302	NA
1112992	65.125	63.925	125.138692	123.685998	145.442333	20.303641	21.756335	NA
1113007	65.875	63.925	124.889503	122.9988	148.552208	23.662705	25.553408	NA
1113008	65.925	63.925	NA	NA	148.62294	NA	NA	NA
