ID	lon	lat	DOC	POC	discharge	QlagDOC	QlagPOC	FID_1
756703	-145.325	66.625	NA	NA	131.654078	NA	NA	NA
760939	66.475	66.625	127.546611	124.645783	151.67161	24.125	27.025827	NA
760940	66.525	66.625	126.984444	123.831089	146.381915	19.397471	22.550825	NA
760941	66.575	66.625	127.557893	125.046378	146.387263	18.82937	21.340885	NA
760942	66.625	66.625	NA	NA	146.389242	NA	NA	NA
760943	66.675	66.625	NA	NA	146.394036	NA	NA	NA
760944	66.725	66.625	126.982422	125.25653	146.397349	19.414927	21.140819	NA
760945	66.775	66.625	126.392252	123.586624	146.400376	20.008124	22.813752	NA
760946	66.825	66.625	125.906006	123.027053	146.404232	20.498226	23.377179	NA
760947	66.875	66.625	125.986717	122.980875	146.407484	20.420767	23.426609	NA
760954	67.225	66.625	125.612421	122.890607	151.046468	25.434047	28.155861	NA
760955	67.275	66.625	126.79241	124.1113	146.428855	19.636444	22.317555	NA
760956	67.325	66.625	NA	NA	146.43289	NA	NA	NA
760958	67.425	66.625	NA	NA	156.553221	NA	NA	NA
760959	67.475	66.625	127.106991	124.097431	146.511036	19.404046	22.413605	NA
760960	67.525	66.625	126.885794	126.121793	146.515546	19.629752	20.393753	NA
760961	67.575	66.625	127.114985	125.753832	146.520444	19.405459	20.766612	NA
760962	67.625	66.625	126.580874	124.905548	146.524571	19.943696	21.619022	NA
760963	67.675	66.625	126.730302	123.592418	154.402743	27.672441	30.810325	NA
760979	68.475	66.625	126.10826	123.242555	146.576373	20.468113	23.333818	NA
760980	68.525	66.625	126.723962	123.189984	146.58169	19.857729	23.391706	NA
763204	-146.275	66.575	NA	NA	149.681927	NA	NA	NA
763205	-146.225	66.575	136.75336	135.827429	149.67162	12.91826	13.844191	NA
763206	-146.175	66.575	136.821218	135.783204	149.6658	12.844581	13.882596	NA
763207	-146.125	66.575	NA	NA	149.64518	NA	NA	NA
763208	-146.075	66.575	NA	NA	149.627359	NA	NA	NA
763223	-145.325	66.575	136.216012	130.715274	148.996061	12.780049	18.280787	NA
763224	-145.275	66.575	136.229324	130.725509	148.990055	12.76073	18.264545	NA
763225	-145.225	66.575	NA	NA	149.499321	NA	NA	NA
767459	66.475	66.575	127.195514	125.694754	146.379131	19.183617	20.684376	NA
767467	66.875	66.575	126.460793	123.225228	156.776167	30.315374	33.55094	NA
767468	66.925	66.575	126.32166	123.09108	146.408484	20.086825	23.317404	NA
767469	66.975	66.575	126.956054	125.584092	146.410822	19.454768	20.82673	NA
767470	67.025	66.575	126.350513	124.435469	146.415015	20.064503	21.979547	NA
767471	67.075	66.575	124.847031	123.027714	146.418152	21.571121	23.390437	NA
767472	67.125	66.575	126.059697	124.346047	146.422579	20.362883	22.076532	NA
767473	67.175	66.575	126.011874	123.206614	146.423903	20.412029	23.217289	NA
767474	67.225	66.575	125.224751	122.645851	146.427494	21.202743	23.781642	NA
